unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_118.jpg,144,150,711,1979,567,1829,pred_binary
Scoliosis__S_119.jpg,172,0,538,1465,366,1465,pred_binary
Scoliosis__S_120.jpg,156,118,548,1457,392,1339,pred_binary
Scoliosis__S_121.jpg,78,113,670,1759,592,1646,pred_binary
Scoliosis__S_124.jpg,307,270,846,2457,539,2187,pred_binary
Scoliosis__S_125.jpg,448,342,1005,2709,557,2367,pred_binary
Scoliosis__S_129.jpg,390,55,1290,2050,900,1995,pred_binary
Scoliosis__S_131.jpg,175,98,619,1577,444,1479,pred_binary
Scoliosis__S_132.jpg,140,179,662,2132,522,1953,pred_binary
Scoliosis__S_133.jpg,315,416,655,2528,340,2112,pred_binary
Scoliosis__S_134.jpg,68,24,836,2557,768,2533,pred_binary
Scoliosis__S_135.jpg,311,564,1031,2998,720,2434,pred_binary
Scoliosis__S_138.jpg,504,52,1005,2679,501,2627,pred_binary
Scoliosis__S_139.jpg,266,0,1225,1845,959,1845,pred_binary
Scoliosis__S_141.jpg,129,54,870,2733,741,2679,pred_binary
Scoliosis__S_142.jpg,81,10,960,2853,879,2843,pred_binary
Scoliosis__S_144.jpg,493,23,2080,3348,1587,3325,pred_binary
Scoliosis__S_146.jpg,467,156,1301,2568,834,2412,pred_binary
Scoliosis__S_147.jpg,581,28,1369,3069,788,3041,pred_binary
Scoliosis__S_148.jpg,247,212,999,3265,752,3053,pred_binary
Scoliosis__S_151.jpg,63,0,256,741,193,741,pred_binary
Scoliosis__S_152.jpg,88,121,245,752,157,631,pred_binary
Scoliosis__S_153.jpg,147,117,328,801,181,684,pred_binary
Scoliosis__S_154.jpg,78,101,249,593,171,492,pred_binary
Scoliosis__S_155.jpg,73,143,253,897,180,754,pred_binary
Scoliosis__S_158.jpg,19,133,322,784,303,651,pred_binary
Scoliosis__S_160.jpg,6,6,233,677,227,671,pred_binary
Scoliosis__S_166.jpg,35,17,225,667,190,650,pred_binary
Scoliosis__S_171.jpg,17,0,217,771,200,771,pred_binary
Scoliosis__S_173.jpg,25,48,199,764,174,716,pred_binary
Scoliosis__S_178.jpg,182,164,526,1018,344,854,pred_binary
Scoliosis__S_179.jpg,67,125,365,813,298,688,pred_binary
Scoliosis__S_180.jpg,16,18,203,781,187,763,pred_binary
Scoliosis__S_181.jpg,43,143,281,994,238,851,pred_binary
Scoliosis__S_182.jpg,50,39,235,789,185,750,pred_binary
Scoliosis__S_183.jpg,85,54,351,701,266,647,pred_binary
Scoliosis__S_184.jpg,143,98,298,633,155,535,pred_binary
Scoliosis__S_185.jpg,109,106,378,831,269,725,pred_binary
Scoliosis__S_186.jpg,59,133,276,769,217,636,pred_binary
Scoliosis__S_188.jpg,71,52,313,782,242,730,pred_binary
Scoliosis__S_189.jpg,51,26,257,840,206,814,pred_binary
Scoliosis__S_190.jpg,20,69,286,905,266,836,pred_binary
Scoliosis__S_193.jpg,55,40,296,660,241,620,pred_binary
Scoliosis__S_194.jpg,42,24,169,725,127,701,pred_binary
Scoliosis__S_195.jpg,90,87,338,789,248,702,pred_binary
Scoliosis__S_196.jpg,7,0,170,664,163,664,pred_binary
Scoliosis__S_197.jpg,121,22,377,873,256,851,pred_binary
Scoliosis__S_200.jpg,75,40,328,889,253,849,pred_binary
Scoliosis__S_201.jpg,104,4,339,779,235,775,pred_binary
Scoliosis__S_203.jpg,93,38,280,811,187,773,pred_binary
Scoliosis__S_204.jpg,35,13,175,794,140,781,pred_binary
Scoliosis__S_206.jpg,25,11,209,679,184,668,pred_binary
Normal__N_2.jpg,42,0,182,753,140,753,pred_binary
Normal__N_4.jpg,34,44,142,821,108,777,pred_binary
Normal__N_8.jpg,50,25,192,813,142,788,pred_binary
Normal__N_22.jpg,15,0,160,839,145,839,pred_binary
Normal__N_29.jpg,12,18,129,752,117,734,pred_binary
Normal__N_31.jpg,61,26,160,715,99,689,pred_binary
Normal__N_33.jpg,37,4,146,704,109,700,pred_binary
Normal__N_45.jpg,59,0,189,791,130,791,pred_binary
Normal__N_46.jpg,67,7,195,712,128,705,pred_binary
Normal__N_47.jpg,45,1,144,642,99,641,pred_binary
Normal__N_62.jpg,28,0,152,650,124,650,pred_binary
Scoliosis__S_24.jpg,66,0,356,993,290,993,pred_binary
Scoliosis__S_34.jpg,98,250,363,1074,265,824,pred_binary
Scoliosis__S_46.jpg,47,5,186,802,139,797,pred_binary
Scoliosis__S_64.jpg,93,142,326,988,233,846,pred_binary
Scoliosis__S_67.jpg,6,16,187,724,181,708,pred_binary
Scoliosis__S_75.jpg,22,0,136,664,114,664,pred_binary
Scoliosis__S_76.jpg,133,16,322,742,189,726,pred_binary
Scoliosis__S_87.jpg,119,0,355,916,236,916,pred_binary
Scoliosis__S_97.jpg,340,90,793,1985,453,1895,pred_binary
Scoliosis__S_108.jpg,90,160,592,1232,502,1072,pred_binary
Scoliosis__S_122.jpg,419,0,944,1728,525,1728,pred_binary
Scoliosis__S_130.jpg,87,0,874,1749,787,1749,pred_binary
Scoliosis__S_136.jpg,352,29,1698,3772,1346,3743,pred_binary
Scoliosis__S_145.jpg,91,0,403,869,312,869,pred_binary
Scoliosis__S_157.jpg,623,235,1166,2680,543,2445,pred_binary
Scoliosis__S_161.jpg,20,15,191,705,171,690,pred_binary
Scoliosis__S_168.jpg,105,145,319,896,214,751,pred_binary
Scoliosis__S_170.jpg,45,30,217,678,172,648,pred_binary
Scoliosis__S_172.jpg,110,57,271,784,161,727,pred_binary
Scoliosis__S_187.jpg,93,0,306,695,213,695,pred_binary
Scoliosis__S_205.jpg,75,21,262,811,187,790,pred_binary
Normal__N_7.jpg,27,0,171,912,144,912,pred_binary
Normal__N_19.jpg,22,27,159,837,137,810,pred_binary
Normal__N_24.jpg,28,0,136,603,108,603,pred_binary
Normal__N_25.jpg,27,7,134,758,107,751,pred_binary
Normal__N_27.jpg,21,0,140,640,119,640,pred_binary
Normal__N_28.jpg,26,0,133,711,107,711,pred_binary
Normal__N_32.jpg,43,3,177,760,134,757,pred_binary
Normal__N_39.jpg,38,0,169,747,131,747,pred_binary
Normal__N_54.jpg,24,9,130,710,106,701,pred_binary
Normal__N_64.jpg,33,17,161,899,128,882,pred_binary
Normal__N_66.jpg,35,0,150,606,115,606,pred_binary
Scoliosis__S_22.jpg,56,9,194,907,138,898,pred_binary
Scoliosis__S_25.jpg,54,155,326,901,272,746,pred_binary
Scoliosis__S_33.jpg,48,0,206,664,158,664,pred_binary
Scoliosis__S_35.jpg,45,0,243,748,198,748,pred_binary
Scoliosis__S_43.jpg,45,0,200,649,155,649,pred_binary
Scoliosis__S_52.jpg,5,0,211,722,206,722,pred_binary
Scoliosis__S_61.jpg,0,3,139,734,139,731,pred_binary
Scoliosis__S_82.jpg,144,141,293,789,149,648,pred_binary
Scoliosis__S_90.jpg,37,3,201,711,164,708,pred_binary
Scoliosis__S_102.jpg,39,104,829,1910,790,1806,pred_binary
Scoliosis__S_105.jpg,378,102,928,2262,550,2160,pred_binary
Scoliosis__S_106.jpg,204,181,782,2551,578,2370,pred_binary
Scoliosis__S_111.jpg,189,189,687,1934,498,1745,pred_binary
Scoliosis__S_115.jpg,134,386,703,2391,569,2005,pred_binary
Scoliosis__S_123.jpg,240,85,655,1853,415,1768,pred_binary
Scoliosis__S_127.jpg,232,10,978,2836,746,2826,pred_binary
Scoliosis__S_140.jpg,203,25,1114,2304,911,2279,pred_binary
Scoliosis__S_162.jpg,7,19,201,730,194,711,pred_binary
Scoliosis__S_164.jpg,10,6,197,784,187,778,pred_binary
Scoliosis__S_165.jpg,214,37,390,817,176,780,pred_binary
Scoliosis__S_167.jpg,58,128,272,1002,214,874,pred_binary
Scoliosis__S_169.jpg,21,0,203,848,182,848,pred_binary
Scoliosis__S_174.jpg,9,7,320,763,311,756,pred_binary
Scoliosis__S_175.jpg,153,12,352,720,199,708,pred_binary
Scoliosis__S_176.jpg,70,13,289,737,219,724,pred_binary
Scoliosis__S_191.jpg,127,0,410,922,283,922,pred_binary
Scoliosis__S_192.jpg,51,0,175,899,124,899,pred_binary
Scoliosis__S_198.jpg,149,74,308,703,159,629,pred_binary
Scoliosis__S_202.jpg,19,0,173,691,154,691,pred_binary
