unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_93.jpg,110,2,571,1146,461,1144,pred_binary
Scoliosis__S_94.jpg,297,645,1136,3077,839,2432,pred_binary
Scoliosis__S_95.jpg,581,480,1061,2658,480,2178,pred_binary
Scoliosis__S_98.jpg,618,18,1204,2972,586,2954,pred_binary
Scoliosis__S_101.jpg,59,21,721,2225,662,2204,pred_binary
Scoliosis__S_103.jpg,159,125,615,2046,456,1921,pred_binary
Scoliosis__S_104.jpg,409,223,1040,2187,631,1964,pred_binary
Scoliosis__S_109.jpg,143,144,615,1503,472,1359,pred_binary
Scoliosis__S_110.jpg,430,10,1032,1779,602,1769,pred_binary
Scoliosis__S_113.jpg,365,2,776,2387,411,2385,pred_binary
Scoliosis__S_114.jpg,254,73,865,2299,611,2226,pred_binary
Scoliosis__S_118.jpg,144,164,707,1919,563,1755,pred_binary
Scoliosis__S_119.jpg,114,0,530,1822,416,1822,pred_binary
Scoliosis__S_120.jpg,156,118,540,1453,384,1335,pred_binary
Scoliosis__S_121.jpg,75,141,572,1930,497,1789,pred_binary
Scoliosis__S_124.jpg,121,258,846,2839,725,2581,pred_binary
Scoliosis__S_125.jpg,118,623,1145,2385,1027,1762,pred_binary
Scoliosis__S_129.jpg,96,152,1424,2488,1328,2336,pred_binary
Scoliosis__S_131.jpg,300,64,880,1573,580,1509,pred_binary
Scoliosis__S_132.jpg,152,150,659,2098,507,1948,pred_binary
Scoliosis__S_133.jpg,173,322,1039,2797,866,2475,pred_binary
Scoliosis__S_134.jpg,368,6,855,2563,487,2557,pred_binary
Scoliosis__S_135.jpg,241,452,1020,3406,779,2954,pred_binary
Scoliosis__S_138.jpg,504,14,1028,2762,524,2748,pred_binary
Scoliosis__S_139.jpg,229,0,1225,2355,996,2355,pred_binary
Scoliosis__S_141.jpg,77,330,883,2705,806,2375,pred_binary
Scoliosis__S_142.jpg,81,0,951,2830,870,2830,pred_binary
Scoliosis__S_144.jpg,332,8,2010,3438,1678,3430,pred_binary
Scoliosis__S_146.jpg,446,133,1228,3087,782,2954,pred_binary
Scoliosis__S_147.jpg,178,13,1235,3424,1057,3411,pred_binary
Scoliosis__S_148.jpg,247,119,999,3228,752,3109,pred_binary
Scoliosis__S_151.jpg,56,0,340,766,284,766,pred_binary
Scoliosis__S_152.jpg,64,105,368,909,304,804,pred_binary
Scoliosis__S_153.jpg,44,107,327,875,283,768,pred_binary
Scoliosis__S_154.jpg,42,94,313,794,271,700,pred_binary
Scoliosis__S_155.jpg,78,126,254,927,176,801,pred_binary
Scoliosis__S_158.jpg,27,113,329,874,302,761,pred_binary
Scoliosis__S_160.jpg,6,0,230,684,224,684,pred_binary
Scoliosis__S_166.jpg,35,21,225,686,190,665,pred_binary
Scoliosis__S_171.jpg,12,1,202,762,190,761,pred_binary
Scoliosis__S_173.jpg,31,46,192,773,161,727,pred_binary
Scoliosis__S_178.jpg,163,161,523,1064,360,903,pred_binary
Scoliosis__S_179.jpg,55,109,348,980,293,871,pred_binary
Scoliosis__S_180.jpg,14,9,203,758,189,749,pred_binary
Scoliosis__S_181.jpg,29,151,313,996,284,845,pred_binary
Scoliosis__S_182.jpg,58,33,236,789,178,756,pred_binary
Scoliosis__S_183.jpg,83,40,353,993,270,953,pred_binary
Scoliosis__S_184.jpg,139,95,305,638,166,543,pred_binary
Scoliosis__S_185.jpg,108,101,391,976,283,875,pred_binary
Scoliosis__S_186.jpg,50,127,328,932,278,805,pred_binary
Scoliosis__S_188.jpg,40,40,365,1004,325,964,pred_binary
Scoliosis__S_189.jpg,53,24,256,792,203,768,pred_binary
Scoliosis__S_190.jpg,26,26,284,897,258,871,pred_binary
Scoliosis__S_193.jpg,51,18,206,676,155,658,pred_binary
Scoliosis__S_194.jpg,44,20,170,798,126,778,pred_binary
Scoliosis__S_195.jpg,77,87,410,954,333,867,pred_binary
Scoliosis__S_196.jpg,7,0,167,657,160,657,pred_binary
Scoliosis__S_197.jpg,43,15,365,880,322,865,pred_binary
Scoliosis__S_200.jpg,152,26,338,802,186,776,pred_binary
Scoliosis__S_201.jpg,78,8,341,899,263,891,pred_binary
Scoliosis__S_203.jpg,40,26,279,805,239,779,pred_binary
Scoliosis__S_204.jpg,42,5,174,794,132,789,pred_binary
Scoliosis__S_206.jpg,25,2,208,679,183,677,pred_binary
Normal__N_2.jpg,43,0,183,753,140,753,pred_binary
Normal__N_4.jpg,36,30,142,817,106,787,pred_binary
Normal__N_8.jpg,53,34,190,841,137,807,pred_binary
Normal__N_22.jpg,32,0,160,848,128,848,pred_binary
Normal__N_29.jpg,15,11,129,760,114,749,pred_binary
Normal__N_31.jpg,62,21,161,714,99,693,pred_binary
Normal__N_33.jpg,43,8,150,703,107,695,pred_binary
Normal__N_45.jpg,57,0,187,798,130,798,pred_binary
Normal__N_46.jpg,79,4,192,690,113,686,pred_binary
Normal__N_47.jpg,46,0,144,654,98,654,pred_binary
Normal__N_62.jpg,48,0,154,614,106,614,pred_binary
Scoliosis__S_24.jpg,0,0,341,1001,341,1001,pred_binary
Scoliosis__S_34.jpg,49,189,429,1558,380,1369,pred_binary
Scoliosis__S_46.jpg,51,0,190,796,139,796,pred_binary
Scoliosis__S_64.jpg,80,99,384,988,304,889,pred_binary
Scoliosis__S_67.jpg,5,8,205,842,200,834,pred_binary
Scoliosis__S_75.jpg,22,0,136,694,114,694,pred_binary
Scoliosis__S_76.jpg,100,12,353,988,253,976,pred_binary
Scoliosis__S_87.jpg,24,0,390,948,366,948,pred_binary
Scoliosis__S_97.jpg,303,69,785,1507,482,1438,pred_binary
Scoliosis__S_108.jpg,87,152,589,1450,502,1298,pred_binary
Scoliosis__S_122.jpg,161,0,939,2159,778,2159,pred_binary
Scoliosis__S_130.jpg,83,0,870,2222,787,2222,pred_binary
Scoliosis__S_136.jpg,337,3,1606,3537,1269,3534,pred_binary
Scoliosis__S_145.jpg,47,4,323,986,276,982,pred_binary
Scoliosis__S_157.jpg,236,208,1124,2773,888,2565,pred_binary
Scoliosis__S_161.jpg,22,5,191,706,169,701,pred_binary
Scoliosis__S_168.jpg,46,139,343,932,297,793,pred_binary
Scoliosis__S_170.jpg,44,14,229,675,185,661,pred_binary
Scoliosis__S_172.jpg,110,59,270,783,160,724,pred_binary
Scoliosis__S_187.jpg,43,0,307,712,264,712,pred_binary
Scoliosis__S_205.jpg,75,0,294,809,219,809,pred_binary
Normal__N_7.jpg,34,0,175,857,141,857,pred_binary
Normal__N_19.jpg,27,20,161,819,134,799,pred_binary
Normal__N_24.jpg,32,0,137,583,105,583,pred_binary
Normal__N_25.jpg,37,0,137,743,100,743,pred_binary
Normal__N_27.jpg,27,5,141,638,114,633,pred_binary
Normal__N_28.jpg,30,0,136,712,106,712,pred_binary
Normal__N_32.jpg,47,2,181,775,134,773,pred_binary
Normal__N_39.jpg,39,0,165,742,126,742,pred_binary
Normal__N_54.jpg,30,6,129,702,99,696,pred_binary
Normal__N_64.jpg,34,11,158,877,124,866,pred_binary
Normal__N_66.jpg,35,0,150,619,115,619,pred_binary
Scoliosis__S_22.jpg,64,0,194,895,130,895,pred_binary
Scoliosis__S_25.jpg,54,146,325,929,271,783,pred_binary
Scoliosis__S_33.jpg,0,0,205,700,205,700,pred_binary
Scoliosis__S_35.jpg,44,0,251,770,207,770,pred_binary
Scoliosis__S_43.jpg,48,0,195,631,147,631,pred_binary
Scoliosis__S_52.jpg,5,0,208,758,203,758,pred_binary
Scoliosis__S_61.jpg,0,0,139,777,139,777,pred_binary
Scoliosis__S_82.jpg,147,126,320,984,173,858,pred_binary
Scoliosis__S_90.jpg,46,0,229,932,183,932,pred_binary
Scoliosis__S_102.jpg,1,214,806,2911,805,2697,pred_binary
Scoliosis__S_105.jpg,109,91,924,2589,815,2498,pred_binary
Scoliosis__S_106.jpg,77,181,782,2785,705,2604,pred_binary
Scoliosis__S_111.jpg,132,193,588,1861,456,1668,pred_binary
Scoliosis__S_115.jpg,130,325,712,2391,582,2066,pred_binary
Scoliosis__S_123.jpg,136,112,655,2000,519,1888,pred_binary
Scoliosis__S_127.jpg,227,38,968,2796,741,2758,pred_binary
Scoliosis__S_140.jpg,120,1,1097,2960,977,2959,pred_binary
Scoliosis__S_162.jpg,7,15,200,733,193,718,pred_binary
Scoliosis__S_164.jpg,9,1,196,774,187,773,pred_binary
Scoliosis__S_165.jpg,81,29,448,910,367,881,pred_binary
Scoliosis__S_167.jpg,61,126,272,1011,211,885,pred_binary
Scoliosis__S_169.jpg,23,0,191,815,168,815,pred_binary
Scoliosis__S_174.jpg,9,10,320,808,311,798,pred_binary
Scoliosis__S_175.jpg,82,9,374,876,292,867,pred_binary
Scoliosis__S_176.jpg,72,8,236,743,164,735,pred_binary
Scoliosis__S_191.jpg,136,0,487,920,351,920,pred_binary
Scoliosis__S_192.jpg,50,0,175,885,125,885,pred_binary
Scoliosis__S_198.jpg,140,70,305,708,165,638,pred_binary
Scoliosis__S_202.jpg,19,0,174,689,155,689,pred_binary
