unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_206.jpg,26,0,210,691,184,691,pred_binary
Normal__N_9.jpg,38,0,140,557,102,557,pred_binary
Normal__N_15.jpg,39,0,141,658,102,658,pred_binary
Normal__N_19.jpg,23,23,163,827,140,804,pred_binary
Normal__N_21.jpg,35,12,157,696,122,684,pred_binary
Normal__N_24.jpg,30,0,133,586,103,586,pred_binary
Normal__N_28.jpg,24,0,135,725,111,725,pred_binary
Normal__N_39.jpg,37,0,188,742,151,742,pred_binary
Normal__N_48.jpg,40,12,140,611,100,599,pred_binary
Normal__N_62.jpg,48,0,153,624,105,624,pred_binary
Normal__N_67.jpg,40,10,177,759,137,749,pred_binary
Scoliosis__S_33.jpg,50,0,205,623,155,623,pred_binary
Scoliosis__S_35.jpg,45,0,243,743,198,743,pred_binary
Scoliosis__S_37.jpg,75,0,237,719,162,719,pred_binary
Scoliosis__S_43.jpg,46,0,162,618,116,618,pred_binary
Scoliosis__S_45.jpg,663,502,1194,2822,531,2320,pred_binary
Scoliosis__S_52.jpg,5,0,212,735,207,735,pred_binary
Scoliosis__S_61.jpg,0,0,138,734,138,734,pred_binary
Scoliosis__S_79.jpg,52,0,295,934,243,934,pred_binary
Scoliosis__S_93.jpg,148,7,568,1107,420,1100,pred_binary
Scoliosis__S_123.jpg,273,223,917,1867,644,1644,pred_binary
Scoliosis__S_130.jpg,368,0,878,1721,510,1721,pred_binary
Scoliosis__S_145.jpg,104,0,329,723,225,723,pred_binary
Scoliosis__S_148.jpg,252,128,999,3032,747,2904,pred_binary
Scoliosis__S_153.jpg,133,133,328,795,195,662,pred_binary
Scoliosis__S_161.jpg,22,21,191,688,169,667,pred_binary
Scoliosis__S_169.jpg,21,0,202,784,181,784,pred_binary
Scoliosis__S_170.jpg,45,17,212,671,167,654,pred_binary
Scoliosis__S_175.jpg,153,5,358,676,205,671,pred_binary
Scoliosis__S_185.jpg,109,101,307,714,198,613,pred_binary
Scoliosis__S_186.jpg,74,126,279,775,205,649,pred_binary
Scoliosis__S_191.jpg,163,0,408,838,245,838,pred_binary
Scoliosis__S_203.jpg,130,204,280,785,150,581,pred_binary
Normal__N_5.jpg,27,0,139,543,112,543,pred_binary
Normal__N_13.jpg,12,0,119,677,107,677,pred_binary
Normal__N_16.jpg,97,18,214,791,117,773,pred_binary
Normal__N_18.jpg,17,0,140,754,123,754,pred_binary
Normal__N_20.jpg,55,0,162,864,107,864,pred_binary
Normal__N_27.jpg,27,7,152,634,125,627,pred_binary
Normal__N_32.jpg,51,0,177,711,126,711,pred_binary
Normal__N_45.jpg,57,0,192,795,135,795,pred_binary
Normal__N_47.jpg,45,0,152,643,107,643,pred_binary
Normal__N_50.jpg,22,0,127,646,105,646,pred_binary
Normal__N_58.jpg,11,0,134,743,123,743,pred_binary
Normal__N_60.jpg,17,9,128,673,111,664,pred_binary
Scoliosis__S_22.jpg,61,0,199,866,138,866,pred_binary
Scoliosis__S_53.jpg,162,0,503,911,341,911,pred_binary
Scoliosis__S_59.jpg,49,0,383,915,334,915,pred_binary
Scoliosis__S_64.jpg,101,142,330,716,229,574,pred_binary
Scoliosis__S_75.jpg,23,0,135,626,112,626,pred_binary
Scoliosis__S_77.jpg,36,0,199,679,163,679,pred_binary
Scoliosis__S_94.jpg,351,651,890,3146,539,2495,pred_binary
Scoliosis__S_103.jpg,159,173,676,2051,517,1878,pred_binary
Scoliosis__S_104.jpg,400,238,761,2152,361,1914,pred_binary
Scoliosis__S_105.jpg,114,85,928,2073,814,1988,pred_binary
Scoliosis__S_108.jpg,90,138,643,1822,553,1684,pred_binary
Scoliosis__S_113.jpg,341,0,793,2408,452,2408,pred_binary
Scoliosis__S_119.jpg,169,0,541,1495,372,1495,pred_binary
Scoliosis__S_121.jpg,78,73,583,1493,505,1420,pred_binary
Scoliosis__S_132.jpg,134,106,659,2166,525,2060,pred_binary
Scoliosis__S_135.jpg,311,526,1020,2991,709,2465,pred_binary
Scoliosis__S_142.jpg,86,0,1003,2795,917,2795,pred_binary
Scoliosis__S_147.jpg,575,0,1155,2338,580,2338,pred_binary
Scoliosis__S_152.jpg,100,109,242,743,142,634,pred_binary
Scoliosis__S_154.jpg,81,94,265,592,184,498,pred_binary
Scoliosis__S_157.jpg,644,202,1096,2554,452,2352,pred_binary
Scoliosis__S_158.jpg,28,119,322,721,294,602,pred_binary
Scoliosis__S_165.jpg,219,31,410,807,191,776,pred_binary
Scoliosis__S_168.jpg,104,135,273,966,169,831,pred_binary
Scoliosis__S_171.jpg,16,0,210,749,194,749,pred_binary
Scoliosis__S_181.jpg,43,133,285,976,242,843,pred_binary
Scoliosis__S_188.jpg,98,44,286,690,188,646,pred_binary
Scoliosis__S_190.jpg,46,73,260,817,214,744,pred_binary
