unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_32.JPG,106,46,363,842,257,796,pred_binary
Scoliosis__S_36.jpg,137,194,356,766,219,572,pred_binary
Scoliosis__S_37.jpg,24,0,235,693,211,693,pred_binary
Scoliosis__S_40.jpg,191,83,410,842,219,759,pred_binary
Scoliosis__S_44.jpg,186,209,732,2229,546,2020,pred_binary
Scoliosis__S_45.jpg,316,502,1154,3304,838,2802,pred_binary
Scoliosis__S_53.jpg,156,0,508,903,352,903,pred_binary
Scoliosis__S_59.jpg,45,0,442,970,397,970,pred_binary
Scoliosis__S_60.jpg,89,188,296,809,207,621,pred_binary
Scoliosis__S_62.jpg,147,60,295,890,148,830,pred_binary
Scoliosis__S_68.jpg,69,92,319,895,250,803,pred_binary
Scoliosis__S_69.jpg,0,9,189,785,189,776,pred_binary
Scoliosis__S_73.jpg,5,0,178,771,173,771,pred_binary
Scoliosis__S_74.jpg,70,89,253,775,183,686,pred_binary
Scoliosis__S_77.jpg,33,0,199,658,166,658,pred_binary
Scoliosis__S_79.jpg,56,0,282,980,226,980,pred_binary
Scoliosis__S_85.jpg,317,79,570,1095,253,1016,pred_binary
Scoliosis__S_89.jpg,2,0,235,625,233,625,pred_binary
Scoliosis__S_91.jpg,170,0,1027,2158,857,2158,pred_binary
Scoliosis__S_93.jpg,145,0,574,1137,429,1137,pred_binary
Scoliosis__S_94.jpg,337,645,885,3020,548,2375,pred_binary
Scoliosis__S_95.jpg,598,120,1049,2538,451,2418,pred_binary
Scoliosis__S_98.jpg,593,0,1191,2966,598,2966,pred_binary
Scoliosis__S_101.jpg,40,0,728,2255,688,2255,pred_binary
Scoliosis__S_103.jpg,159,105,728,2142,569,2037,pred_binary
Scoliosis__S_104.jpg,291,61,766,2350,475,2289,pred_binary
Scoliosis__S_109.jpg,140,14,615,1503,475,1489,pred_binary
Scoliosis__S_110.jpg,435,0,1022,1779,587,1779,pred_binary
Scoliosis__S_113.jpg,349,0,809,2387,460,2387,pred_binary
Scoliosis__S_114.jpg,254,0,974,2396,720,2396,pred_binary
Scoliosis__S_118.jpg,141,90,711,1965,570,1875,pred_binary
Scoliosis__S_119.jpg,100,0,530,1686,430,1686,pred_binary
Scoliosis__S_120.jpg,159,104,545,1523,386,1419,pred_binary
Scoliosis__S_121.jpg,78,61,574,1779,496,1718,pred_binary
Scoliosis__S_124.jpg,307,246,837,2469,530,2223,pred_binary
Scoliosis__S_125.jpg,439,288,919,2331,480,2043,pred_binary
Scoliosis__S_129.jpg,210,55,1143,2528,933,2473,pred_binary
Scoliosis__S_131.jpg,277,23,634,1675,357,1652,pred_binary
Scoliosis__S_132.jpg,137,140,659,2122,522,1982,pred_binary
Scoliosis__S_133.jpg,144,375,655,2545,511,2170,pred_binary
Scoliosis__S_134.jpg,368,0,1105,2557,737,2557,pred_binary
Scoliosis__S_135.jpg,235,489,1025,3302,790,2813,pred_binary
Scoliosis__S_138.jpg,504,59,1016,2755,512,2696,pred_binary
Scoliosis__S_139.jpg,272,0,876,2360,604,2360,pred_binary
Scoliosis__S_141.jpg,43,285,926,2390,883,2105,pred_binary
Scoliosis__S_142.jpg,81,0,951,2836,870,2836,pred_binary
Scoliosis__S_144.jpg,493,8,1520,3408,1027,3400,pred_binary
Scoliosis__S_146.jpg,467,156,1250,3110,783,2954,pred_binary
Scoliosis__S_147.jpg,581,6,1143,2382,562,2376,pred_binary
Scoliosis__S_148.jpg,247,73,999,3181,752,3108,pred_binary
Scoliosis__S_151.jpg,63,0,246,669,183,669,pred_binary
Scoliosis__S_152.jpg,94,99,241,741,147,642,pred_binary
Scoliosis__S_153.jpg,133,105,327,821,194,716,pred_binary
Scoliosis__S_154.jpg,78,94,249,589,171,495,pred_binary
Scoliosis__S_155.jpg,70,130,254,903,184,773,pred_binary
Scoliosis__S_158.jpg,27,113,324,842,297,729,pred_binary
Scoliosis__S_160.jpg,5,0,231,668,226,668,pred_binary
Scoliosis__S_166.jpg,35,25,227,650,192,625,pred_binary
Scoliosis__S_171.jpg,15,0,210,768,195,768,pred_binary
Scoliosis__S_173.jpg,25,11,199,751,174,740,pred_binary
Scoliosis__S_178.jpg,92,155,528,1232,436,1077,pred_binary
Scoliosis__S_179.jpg,72,109,296,884,224,775,pred_binary
Scoliosis__S_180.jpg,13,13,204,732,191,719,pred_binary
Scoliosis__S_181.jpg,38,133,281,738,243,605,pred_binary
Scoliosis__S_182.jpg,58,31,237,733,179,702,pred_binary
Scoliosis__S_183.jpg,83,50,369,876,286,826,pred_binary
Scoliosis__S_184.jpg,146,90,323,729,177,639,pred_binary
Scoliosis__S_185.jpg,109,93,304,726,195,633,pred_binary
Scoliosis__S_186.jpg,72,126,276,765,204,639,pred_binary
Scoliosis__S_188.jpg,96,44,283,680,187,636,pred_binary
Scoliosis__S_189.jpg,54,147,259,829,205,682,pred_binary
Scoliosis__S_190.jpg,44,224,248,899,204,675,pred_binary
Scoliosis__S_193.jpg,2,29,209,711,207,682,pred_binary
Scoliosis__S_194.jpg,51,16,169,673,118,657,pred_binary
Scoliosis__S_195.jpg,90,87,338,787,248,700,pred_binary
Scoliosis__S_196.jpg,7,0,166,667,159,667,pred_binary
Scoliosis__S_197.jpg,171,19,360,699,189,680,pred_binary
Scoliosis__S_200.jpg,161,28,324,770,163,742,pred_binary
Scoliosis__S_201.jpg,108,6,341,745,233,739,pred_binary
Scoliosis__S_203.jpg,95,2,276,789,181,787,pred_binary
Scoliosis__S_204.jpg,41,0,174,794,133,794,pred_binary
Scoliosis__S_206.jpg,25,0,209,651,184,651,pred_binary
Normal__N_2.jpg,43,0,182,743,139,743,pred_binary
Normal__N_4.jpg,35,18,140,807,105,789,pred_binary
Normal__N_8.jpg,26,20,152,833,126,813,pred_binary
Normal__N_22.jpg,27,0,159,825,132,825,pred_binary
Normal__N_29.jpg,15,6,127,749,112,743,pred_binary
Normal__N_31.jpg,63,18,161,715,98,697,pred_binary
Normal__N_33.jpg,50,4,148,698,98,694,pred_binary
Normal__N_45.jpg,51,0,189,797,138,797,pred_binary
Normal__N_46.jpg,76,0,186,690,110,690,pred_binary
Normal__N_47.jpg,45,0,144,624,99,624,pred_binary
Normal__N_62.jpg,30,0,155,637,125,637,pred_binary
Scoliosis__S_24.jpg,7,0,354,985,347,985,pred_binary
Scoliosis__S_34.jpg,100,226,478,1223,378,997,pred_binary
Scoliosis__S_46.jpg,50,0,184,793,134,793,pred_binary
Scoliosis__S_64.jpg,97,133,330,735,233,602,pred_binary
Scoliosis__S_67.jpg,0,5,186,805,186,800,pred_binary
Scoliosis__S_75.jpg,22,0,135,593,113,593,pred_binary
Scoliosis__S_76.jpg,75,0,330,937,255,937,pred_binary
Scoliosis__S_87.jpg,120,0,357,966,237,966,pred_binary
Scoliosis__S_97.jpg,303,64,806,2479,503,2415,pred_binary
Scoliosis__S_108.jpg,53,152,597,1507,544,1355,pred_binary
Scoliosis__S_122.jpg,278,0,934,2154,656,2154,pred_binary
Scoliosis__S_130.jpg,53,0,870,2038,817,2038,pred_binary
Scoliosis__S_136.jpg,768,0,1606,2977,838,2977,pred_binary
Scoliosis__S_145.jpg,49,0,323,946,274,946,pred_binary
Scoliosis__S_157.jpg,616,222,1117,2945,501,2723,pred_binary
Scoliosis__S_161.jpg,21,7,190,680,169,673,pred_binary
Scoliosis__S_168.jpg,108,131,309,900,201,769,pred_binary
Scoliosis__S_170.jpg,45,18,207,662,162,644,pred_binary
Scoliosis__S_172.jpg,111,54,267,747,156,693,pred_binary
Scoliosis__S_187.jpg,95,0,307,677,212,677,pred_binary
Scoliosis__S_205.jpg,93,112,254,787,161,675,pred_binary
Normal__N_7.jpg,25,0,171,874,146,874,pred_binary
Normal__N_19.jpg,26,15,161,785,135,770,pred_binary
Normal__N_24.jpg,30,0,135,577,105,577,pred_binary
Normal__N_25.jpg,28,0,134,737,106,737,pred_binary
Normal__N_27.jpg,27,0,134,617,107,617,pred_binary
Normal__N_28.jpg,25,0,130,700,105,700,pred_binary
Normal__N_32.jpg,59,0,173,735,114,735,pred_binary
Normal__N_39.jpg,35,0,158,738,123,738,pred_binary
Normal__N_54.jpg,30,4,130,688,100,684,pred_binary
Normal__N_64.jpg,34,0,157,850,123,850,pred_binary
Normal__N_66.jpg,54,0,149,602,95,602,pred_binary
Scoliosis__S_22.jpg,54,0,195,884,141,884,pred_binary
Scoliosis__S_25.jpg,137,146,323,791,186,645,pred_binary
Scoliosis__S_33.jpg,50,0,206,639,156,639,pred_binary
Scoliosis__S_35.jpg,45,0,235,730,190,730,pred_binary
Scoliosis__S_43.jpg,46,0,160,602,114,602,pred_binary
Scoliosis__S_52.jpg,5,0,210,683,205,683,pred_binary
Scoliosis__S_61.jpg,0,0,138,720,138,720,pred_binary
Scoliosis__S_82.jpg,151,134,302,893,151,759,pred_binary
Scoliosis__S_90.jpg,45,0,197,691,152,691,pred_binary
Scoliosis__S_102.jpg,32,1,837,2691,805,2690,pred_binary
Scoliosis__S_105.jpg,59,91,969,2572,910,2481,pred_binary
Scoliosis__S_106.jpg,73,192,786,2705,713,2513,pred_binary
Scoliosis__S_111.jpg,195,181,486,1549,291,1368,pred_binary
Scoliosis__S_115.jpg,134,307,966,2867,832,2560,pred_binary
Scoliosis__S_123.jpg,277,53,659,1858,382,1805,pred_binary
Scoliosis__S_127.jpg,123,0,968,2819,845,2819,pred_binary
Scoliosis__S_140.jpg,148,0,1103,2751,955,2751,pred_binary
Scoliosis__S_162.jpg,7,18,200,728,193,710,pred_binary
Scoliosis__S_164.jpg,9,0,196,732,187,732,pred_binary
Scoliosis__S_165.jpg,221,33,384,795,163,762,pred_binary
Scoliosis__S_167.jpg,92,120,271,735,179,615,pred_binary
Scoliosis__S_169.jpg,20,0,202,805,182,805,pred_binary
Scoliosis__S_174.jpg,9,0,341,804,332,804,pred_binary
Scoliosis__S_175.jpg,153,7,345,658,192,651,pred_binary
Scoliosis__S_176.jpg,68,7,235,737,167,730,pred_binary
Scoliosis__S_191.jpg,161,0,412,875,251,875,pred_binary
Scoliosis__S_192.jpg,50,0,175,817,125,817,pred_binary
Scoliosis__S_198.jpg,149,69,302,694,153,625,pred_binary
Scoliosis__S_202.jpg,18,0,172,652,154,652,pred_binary
