unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Normal__N_7.jpg,35,0,176,854,141,854,pred_binary
Normal__N_19.jpg,24,22,160,807,136,785,pred_binary
Normal__N_24.jpg,29,0,164,580,135,580,pred_binary
Normal__N_25.jpg,29,5,134,751,105,746,pred_binary
Normal__N_27.jpg,25,0,141,626,116,626,pred_binary
Normal__N_28.jpg,27,0,133,706,106,706,pred_binary
Normal__N_32.jpg,46,0,176,768,130,768,pred_binary
Normal__N_39.jpg,38,0,175,747,137,747,pred_binary
Normal__N_54.jpg,26,9,130,664,104,655,pred_binary
Normal__N_64.jpg,34,9,160,845,126,836,pred_binary
Normal__N_66.jpg,53,0,151,601,98,601,pred_binary
Scoliosis__S_22.jpg,57,0,198,870,141,870,pred_binary
Scoliosis__S_25.jpg,138,146,325,780,187,634,pred_binary
Scoliosis__S_33.jpg,50,0,207,625,157,625,pred_binary
Scoliosis__S_35.jpg,44,0,243,743,199,743,pred_binary
Scoliosis__S_43.jpg,46,0,194,609,148,609,pred_binary
Scoliosis__S_52.jpg,5,0,213,719,208,719,pred_binary
Scoliosis__S_61.jpg,0,0,141,734,141,734,pred_binary
Scoliosis__S_82.jpg,147,139,293,777,146,638,pred_binary
Scoliosis__S_90.jpg,40,6,200,711,160,705,pred_binary
Scoliosis__S_102.jpg,32,31,833,2392,801,2361,pred_binary
Scoliosis__S_105.jpg,46,125,924,2572,878,2447,pred_binary
Scoliosis__S_106.jpg,204,210,786,2083,582,1873,pred_binary
Scoliosis__S_111.jpg,175,181,667,1958,492,1777,pred_binary
Scoliosis__S_115.jpg,130,380,695,2343,565,1963,pred_binary
Scoliosis__S_123.jpg,236,360,655,1853,419,1493,pred_binary
Scoliosis__S_127.jpg,227,10,978,2842,751,2832,pred_binary
Scoliosis__S_140.jpg,497,1,1114,2304,617,2303,pred_binary
Scoliosis__S_162.jpg,7,15,201,726,194,711,pred_binary
Scoliosis__S_164.jpg,7,3,198,740,191,737,pred_binary
Scoliosis__S_165.jpg,94,31,393,803,299,772,pred_binary
Scoliosis__S_167.jpg,62,122,275,1011,213,889,pred_binary
Scoliosis__S_169.jpg,20,0,204,842,184,842,pred_binary
Scoliosis__S_174.jpg,7,0,353,820,346,820,pred_binary
Scoliosis__S_175.jpg,153,9,345,689,192,680,pred_binary
Scoliosis__S_176.jpg,67,5,238,743,171,738,pred_binary
Scoliosis__S_191.jpg,161,0,410,848,249,848,pred_binary
Scoliosis__S_192.jpg,51,0,176,821,125,821,pred_binary
Scoliosis__S_198.jpg,143,74,308,698,165,624,pred_binary
Scoliosis__S_202.jpg,18,0,174,688,156,688,pred_binary
