unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_45.jpg,442,775,1140,3250,698,2475,pred_binary
Scoliosis__S_53.jpg,160,2,492,851,332,849,pred_binary
Scoliosis__S_59.jpg,44,0,383,927,339,927,pred_binary
Scoliosis__S_60.jpg,92,210,300,834,208,624,pred_binary
Scoliosis__S_62.jpg,142,92,296,862,154,770,pred_binary
Scoliosis__S_68.jpg,78,150,317,872,239,722,pred_binary
Scoliosis__S_69.jpg,10,0,190,679,180,679,pred_binary
Scoliosis__S_73.jpg,5,0,183,802,178,802,pred_binary
Scoliosis__S_74.jpg,71,93,255,783,184,690,pred_binary
Scoliosis__S_77.jpg,31,0,199,655,168,655,pred_binary
Scoliosis__S_79.jpg,64,38,275,852,211,814,pred_binary
Scoliosis__S_85.jpg,319,111,569,1129,250,1018,pred_binary
Scoliosis__S_89.jpg,2,56,215,614,213,558,pred_binary
Scoliosis__S_91.jpg,167,7,1030,2216,863,2209,pred_binary
Scoliosis__S_93.jpg,132,22,574,1119,442,1097,pred_binary
Scoliosis__S_94.jpg,329,808,877,3038,548,2230,pred_binary
Scoliosis__S_95.jpg,162,469,1051,2622,889,2153,pred_binary
Scoliosis__S_98.jpg,595,153,1184,2927,589,2774,pred_binary
Scoliosis__S_101.jpg,56,108,694,2255,638,2147,pred_binary
Scoliosis__S_103.jpg,131,140,629,2080,498,1940,pred_binary
Scoliosis__S_104.jpg,281,67,766,2266,485,2199,pred_binary
Scoliosis__S_109.jpg,117,191,594,1585,477,1394,pred_binary
Scoliosis__S_110.jpg,459,98,1028,1709,569,1611,pred_binary
Scoliosis__S_113.jpg,331,38,822,2459,491,2421,pred_binary
Scoliosis__S_114.jpg,258,83,881,2271,623,2188,pred_binary
Scoliosis__S_118.jpg,144,162,737,2043,593,1881,pred_binary
Scoliosis__S_119.jpg,92,0,529,1749,437,1749,pred_binary
Scoliosis__S_120.jpg,160,133,536,1520,376,1387,pred_binary
Scoliosis__S_121.jpg,63,199,574,1849,511,1650,pred_binary
Scoliosis__S_124.jpg,104,309,836,2851,732,2542,pred_binary
Scoliosis__S_125.jpg,308,699,815,2321,507,1622,pred_binary
Scoliosis__S_129.jpg,100,216,1089,2661,989,2445,pred_binary
Scoliosis__S_131.jpg,272,175,659,1648,387,1473,pred_binary
Scoliosis__S_132.jpg,129,149,648,2178,519,2029,pred_binary
Scoliosis__S_133.jpg,320,617,648,2357,328,1740,pred_binary
Scoliosis__S_134.jpg,368,114,804,2523,436,2409,pred_binary
Scoliosis__S_135.jpg,197,564,1001,3544,804,2980,pred_binary
Scoliosis__S_138.jpg,502,224,1030,2707,528,2483,pred_binary
Scoliosis__S_139.jpg,248,1,859,1894,611,1893,pred_binary
Scoliosis__S_141.jpg,72,330,917,2341,845,2011,pred_binary
Scoliosis__S_142.jpg,80,44,957,2788,877,2744,pred_binary
Scoliosis__S_144.jpg,382,43,1540,3472,1158,3429,pred_binary
Scoliosis__S_146.jpg,469,280,1201,2605,732,2325,pred_binary
Scoliosis__S_147.jpg,236,28,1133,2925,897,2897,pred_binary
Scoliosis__S_148.jpg,249,45,999,3237,750,3192,pred_binary
Scoliosis__S_151.jpg,64,0,241,666,177,666,pred_binary
Scoliosis__S_152.jpg,99,121,241,766,142,645,pred_binary
Scoliosis__S_153.jpg,128,136,327,840,199,704,pred_binary
Scoliosis__S_154.jpg,81,105,247,565,166,460,pred_binary
Scoliosis__S_155.jpg,46,190,248,847,202,657,pred_binary
Scoliosis__S_158.jpg,25,113,314,670,289,557,pred_binary
Scoliosis__S_160.jpg,5,0,231,686,226,686,pred_binary
Scoliosis__S_166.jpg,38,53,224,639,186,586,pred_binary
Scoliosis__S_171.jpg,15,0,210,770,195,770,pred_binary
Scoliosis__S_173.jpg,31,19,188,758,157,739,pred_binary
Scoliosis__S_178.jpg,80,230,526,1269,446,1039,pred_binary
Scoliosis__S_179.jpg,76,140,232,815,156,675,pred_binary
Scoliosis__S_180.jpg,16,22,201,778,185,756,pred_binary
Scoliosis__S_181.jpg,32,156,284,766,252,610,pred_binary
Scoliosis__S_182.jpg,62,37,237,747,175,710,pred_binary
Scoliosis__S_183.jpg,78,81,340,912,262,831,pred_binary
Scoliosis__S_184.jpg,148,111,310,615,162,504,pred_binary
Scoliosis__S_185.jpg,110,124,301,731,191,607,pred_binary
Scoliosis__S_186.jpg,74,148,274,792,200,644,pred_binary
Scoliosis__S_188.jpg,94,56,283,701,189,645,pred_binary
Scoliosis__S_189.jpg,58,147,259,835,201,688,pred_binary
Scoliosis__S_190.jpg,0,259,243,898,243,639,pred_binary
Scoliosis__S_193.jpg,4,11,205,690,201,679,pred_binary
Scoliosis__S_194.jpg,53,16,167,670,114,654,pred_binary
Scoliosis__S_195.jpg,92,111,335,810,243,699,pred_binary
Scoliosis__S_196.jpg,7,0,165,666,158,666,pred_binary
Scoliosis__S_197.jpg,140,29,357,583,217,554,pred_binary
Scoliosis__S_200.jpg,162,66,327,807,165,741,pred_binary
Scoliosis__S_201.jpg,113,5,342,747,229,742,pred_binary
Scoliosis__S_203.jpg,128,231,275,809,147,578,pred_binary
Scoliosis__S_204.jpg,46,0,174,793,128,793,pred_binary
Scoliosis__S_206.jpg,27,0,209,670,182,670,pred_binary
Normal__N_2.jpg,43,0,180,760,137,760,pred_binary
Normal__N_4.jpg,36,17,139,842,103,825,pred_binary
Normal__N_8.jpg,48,29,150,668,102,639,pred_binary
Normal__N_22.jpg,29,0,159,811,130,811,pred_binary
Normal__N_29.jpg,16,0,127,790,111,790,pred_binary
Normal__N_31.jpg,61,20,161,722,100,702,pred_binary
Normal__N_33.jpg,49,4,146,680,97,676,pred_binary
Normal__N_45.jpg,57,14,185,788,128,774,pred_binary
Normal__N_46.jpg,83,0,182,713,99,713,pred_binary
Normal__N_47.jpg,46,0,153,626,107,626,pred_binary
Normal__N_62.jpg,46,0,151,624,105,624,pred_binary
Scoliosis__S_24.jpg,116,0,333,966,217,966,pred_binary
Scoliosis__S_34.jpg,103,262,358,1067,255,805,pred_binary
Scoliosis__S_46.jpg,56,0,184,791,128,791,pred_binary
Scoliosis__S_64.jpg,101,158,324,757,223,599,pred_binary
Scoliosis__S_67.jpg,6,0,187,673,181,673,pred_binary
Scoliosis__S_75.jpg,23,0,134,592,111,592,pred_binary
Scoliosis__S_76.jpg,60,59,328,943,268,884,pred_binary
Scoliosis__S_87.jpg,101,0,350,853,249,853,pred_binary
Scoliosis__S_97.jpg,375,245,712,1411,337,1166,pred_binary
Scoliosis__S_108.jpg,55,182,600,1747,545,1565,pred_binary
Scoliosis__S_122.jpg,448,76,920,1768,472,1692,pred_binary
Scoliosis__S_130.jpg,150,36,884,1626,734,1590,pred_binary
Scoliosis__S_136.jpg,179,50,1609,3673,1430,3623,pred_binary
Scoliosis__S_145.jpg,60,0,305,929,245,929,pred_binary
Scoliosis__S_157.jpg,219,309,1134,3030,915,2721,pred_binary
Scoliosis__S_161.jpg,23,0,190,684,167,684,pred_binary
Scoliosis__S_168.jpg,108,151,265,777,157,626,pred_binary
Scoliosis__S_170.jpg,45,21,206,704,161,683,pred_binary
Scoliosis__S_172.jpg,113,40,265,759,152,719,pred_binary
Scoliosis__S_187.jpg,49,0,240,658,191,658,pred_binary
Scoliosis__S_205.jpg,83,39,244,782,161,743,pred_binary
Normal__N_7.jpg,26,0,165,908,139,908,pred_binary
Normal__N_19.jpg,23,7,156,837,133,830,pred_binary
Normal__N_24.jpg,38,0,131,572,93,572,pred_binary
Normal__N_25.jpg,32,1,129,765,97,764,pred_binary
Normal__N_27.jpg,28,0,133,633,105,633,pred_binary
Normal__N_28.jpg,36,2,131,720,95,718,pred_binary
Normal__N_32.jpg,57,0,169,714,112,714,pred_binary
Normal__N_39.jpg,32,0,158,750,126,750,pred_binary
Normal__N_54.jpg,32,0,127,685,95,685,pred_binary
Normal__N_64.jpg,37,2,154,900,117,898,pred_binary
Normal__N_66.jpg,48,0,150,617,102,617,pred_binary
Scoliosis__S_22.jpg,57,0,195,894,138,894,pred_binary
Scoliosis__S_25.jpg,139,170,324,805,185,635,pred_binary
Scoliosis__S_33.jpg,54,0,205,630,151,630,pred_binary
Scoliosis__S_35.jpg,44,0,240,747,196,747,pred_binary
Scoliosis__S_43.jpg,46,0,158,630,112,630,pred_binary
Scoliosis__S_52.jpg,6,0,208,676,202,676,pred_binary
Scoliosis__S_61.jpg,0,0,134,717,134,717,pred_binary
Scoliosis__S_82.jpg,147,150,291,803,144,653,pred_binary
Scoliosis__S_90.jpg,32,0,199,744,167,744,pred_binary
Scoliosis__S_102.jpg,342,566,804,1856,462,1290,pred_binary
Scoliosis__S_105.jpg,375,80,906,2169,531,2089,pred_binary
Scoliosis__S_106.jpg,204,289,798,2156,594,1867,pred_binary
Scoliosis__S_111.jpg,195,229,567,1851,372,1622,pred_binary
Scoliosis__S_115.jpg,131,307,695,2333,564,2026,pred_binary
Scoliosis__S_123.jpg,248,411,644,1874,396,1463,pred_binary
Scoliosis__S_127.jpg,232,89,978,2850,746,2761,pred_binary
Scoliosis__S_140.jpg,124,29,1125,2972,1001,2943,pred_binary
Scoliosis__S_162.jpg,8,18,199,732,191,714,pred_binary
Scoliosis__S_164.jpg,8,0,194,739,186,739,pred_binary
Scoliosis__S_165.jpg,220,77,376,794,156,717,pred_binary
Scoliosis__S_167.jpg,94,163,270,728,176,565,pred_binary
Scoliosis__S_169.jpg,22,56,196,815,174,759,pred_binary
Scoliosis__S_174.jpg,7,0,335,865,328,865,pred_binary
Scoliosis__S_175.jpg,154,14,342,714,188,700,pred_binary
Scoliosis__S_176.jpg,71,5,234,744,163,739,pred_binary
Scoliosis__S_191.jpg,162,0,411,899,249,899,pred_binary
Scoliosis__S_192.jpg,51,0,173,809,122,809,pred_binary
Scoliosis__S_198.jpg,155,91,309,704,154,613,pred_binary
Scoliosis__S_202.jpg,19,0,170,692,151,692,pred_binary
