unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_154.jpg,79,96,265,584,186,488,pred_binary
Scoliosis__S_155.jpg,81,141,256,903,175,762,pred_binary
Scoliosis__S_158.jpg,19,119,324,741,305,622,pred_binary
Scoliosis__S_160.jpg,6,3,230,678,224,675,pred_binary
Scoliosis__S_166.jpg,39,21,226,695,187,674,pred_binary
Scoliosis__S_171.jpg,16,4,201,771,185,767,pred_binary
Scoliosis__S_173.jpg,31,38,194,769,163,731,pred_binary
Scoliosis__S_178.jpg,158,181,528,1192,370,1011,pred_binary
Scoliosis__S_179.jpg,77,109,266,972,189,863,pred_binary
Scoliosis__S_180.jpg,14,9,203,787,189,778,pred_binary
Scoliosis__S_181.jpg,33,137,287,984,254,847,pred_binary
Scoliosis__S_182.jpg,58,33,231,749,173,716,pred_binary
Scoliosis__S_183.jpg,83,38,390,975,307,937,pred_binary
Scoliosis__S_184.jpg,64,89,303,705,239,616,pred_binary
Scoliosis__S_185.jpg,86,105,300,856,214,751,pred_binary
Scoliosis__S_186.jpg,68,124,279,952,211,828,pred_binary
Scoliosis__S_188.jpg,96,44,281,744,185,700,pred_binary
Scoliosis__S_189.jpg,53,170,248,860,195,690,pred_binary
Scoliosis__S_190.jpg,0,234,250,899,250,665,pred_binary
Scoliosis__S_193.jpg,55,42,209,671,154,629,pred_binary
Scoliosis__S_194.jpg,53,15,168,731,115,716,pred_binary
Scoliosis__S_195.jpg,89,74,338,960,249,886,pred_binary
Scoliosis__S_196.jpg,9,6,165,650,156,644,pred_binary
Scoliosis__S_197.jpg,164,19,356,620,192,601,pred_binary
Scoliosis__S_200.jpg,104,15,324,978,220,963,pred_binary
Scoliosis__S_201.jpg,54,2,341,899,287,897,pred_binary
Scoliosis__S_203.jpg,51,226,279,801,228,575,pred_binary
Scoliosis__S_204.jpg,32,8,169,768,137,760,pred_binary
Scoliosis__S_206.jpg,26,9,207,718,181,709,pred_binary
Normal__N_2.jpg,43,0,182,750,139,750,pred_binary
Normal__N_4.jpg,35,42,141,839,106,797,pred_binary
Normal__N_8.jpg,49,29,187,858,138,829,pred_binary
Normal__N_22.jpg,21,0,158,830,137,830,pred_binary
Normal__N_29.jpg,18,13,126,767,108,754,pred_binary
Normal__N_31.jpg,61,22,160,718,99,696,pred_binary
Normal__N_33.jpg,48,16,146,709,98,693,pred_binary
Normal__N_45.jpg,59,4,185,793,126,789,pred_binary
Normal__N_46.jpg,75,8,184,714,109,706,pred_binary
Normal__N_47.jpg,46,3,143,649,97,646,pred_binary
Normal__N_62.jpg,31,0,154,640,123,640,pred_binary
Scoliosis__S_24.jpg,61,0,341,989,280,989,pred_binary
Scoliosis__S_34.jpg,98,162,365,1338,267,1176,pred_binary
Scoliosis__S_46.jpg,42,0,184,763,142,763,pred_binary
Scoliosis__S_64.jpg,75,131,332,806,257,675,pred_binary
Scoliosis__S_67.jpg,5,12,181,847,176,835,pred_binary
Scoliosis__S_75.jpg,22,0,134,693,112,693,pred_binary
Scoliosis__S_76.jpg,92,38,363,998,271,960,pred_binary
Scoliosis__S_87.jpg,120,0,347,958,227,958,pred_binary
Scoliosis__S_97.jpg,395,48,772,1486,377,1438,pred_binary
Scoliosis__S_108.jpg,93,124,594,1739,501,1615,pred_binary
Scoliosis__S_122.jpg,292,0,934,2154,642,2154,pred_binary
Scoliosis__S_130.jpg,364,0,878,1845,514,1845,pred_binary
Scoliosis__S_136.jpg,637,3,1559,3554,922,3551,pred_binary
Scoliosis__S_145.jpg,105,0,317,715,212,715,pred_binary
Scoliosis__S_157.jpg,616,195,1194,3190,578,2995,pred_binary
Scoliosis__S_161.jpg,22,15,189,699,167,684,pred_binary
Scoliosis__S_168.jpg,46,141,266,896,220,755,pred_binary
Scoliosis__S_170.jpg,45,15,207,690,162,675,pred_binary
Scoliosis__S_172.jpg,114,67,268,771,154,704,pred_binary
Scoliosis__S_187.jpg,93,0,234,535,141,535,pred_binary
Scoliosis__S_205.jpg,78,29,237,811,159,782,pred_binary
Normal__N_7.jpg,38,0,169,914,131,914,pred_binary
Normal__N_19.jpg,31,28,161,837,130,809,pred_binary
Normal__N_24.jpg,31,0,134,606,103,606,pred_binary
Normal__N_25.jpg,30,7,133,796,103,789,pred_binary
Normal__N_27.jpg,28,3,139,665,111,662,pred_binary
Normal__N_28.jpg,30,0,131,709,101,709,pred_binary
Normal__N_32.jpg,41,2,159,693,118,691,pred_binary
Normal__N_39.jpg,37,0,164,863,127,863,pred_binary
Normal__N_54.jpg,27,11,128,709,101,698,pred_binary
Normal__N_64.jpg,34,17,157,888,123,871,pred_binary
Normal__N_66.jpg,35,0,147,601,112,601,pred_binary
Scoliosis__S_22.jpg,64,6,193,904,129,898,pred_binary
Scoliosis__S_25.jpg,61,153,322,793,261,640,pred_binary
Scoliosis__S_33.jpg,53,0,200,647,147,647,pred_binary
Scoliosis__S_35.jpg,45,0,237,797,192,797,pred_binary
Scoliosis__S_43.jpg,49,0,161,609,112,609,pred_binary
Scoliosis__S_52.jpg,12,0,206,717,194,717,pred_binary
Scoliosis__S_61.jpg,0,0,132,799,132,799,pred_binary
Scoliosis__S_82.jpg,150,134,293,775,143,641,pred_binary
Scoliosis__S_90.jpg,5,1,196,716,191,715,pred_binary
Scoliosis__S_102.jpg,85,43,814,2416,729,2373,pred_binary
Scoliosis__S_105.jpg,100,91,965,2710,865,2619,pred_binary
Scoliosis__S_106.jpg,77,181,786,2796,709,2615,pred_binary
Scoliosis__S_111.jpg,198,164,582,1861,384,1697,pred_binary
Scoliosis__S_115.jpg,134,356,716,2397,582,2041,pred_binary
Scoliosis__S_123.jpg,186,62,659,2202,473,2140,pred_binary
Scoliosis__S_127.jpg,232,101,968,2876,736,2775,pred_binary
Scoliosis__S_140.jpg,187,1,1103,2935,916,2934,pred_binary
Scoliosis__S_162.jpg,7,13,200,733,193,720,pred_binary
Scoliosis__S_164.jpg,20,5,195,788,175,783,pred_binary
Scoliosis__S_165.jpg,75,35,472,782,397,747,pred_binary
Scoliosis__S_167.jpg,65,126,270,996,205,870,pred_binary
Scoliosis__S_169.jpg,30,0,183,798,153,798,pred_binary
Scoliosis__S_174.jpg,10,5,322,811,312,806,pred_binary
Scoliosis__S_175.jpg,86,0,372,900,286,900,pred_binary
Scoliosis__S_176.jpg,77,8,290,747,213,739,pred_binary
Scoliosis__S_191.jpg,163,0,398,859,235,859,pred_binary
Scoliosis__S_192.jpg,51,0,175,899,124,899,pred_binary
Scoliosis__S_198.jpg,153,72,302,701,149,629,pred_binary
Scoliosis__S_202.jpg,22,0,170,702,148,702,pred_binary
