unique_sample_id,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_width,bbox_height,roi_source
Scoliosis__S_120.jpg,156,120,544,1440,388,1320,pred_binary
Scoliosis__S_121.jpg,80,108,579,1482,499,1374,pred_binary
Scoliosis__S_124.jpg,309,283,846,2475,537,2192,pred_binary
Scoliosis__S_125.jpg,453,465,923,2419,470,1954,pred_binary
Scoliosis__S_129.jpg,419,69,1143,2063,724,1994,pred_binary
Scoliosis__S_131.jpg,279,196,623,1554,344,1358,pred_binary
Scoliosis__S_132.jpg,124,262,666,2145,542,1883,pred_binary
Scoliosis__S_133.jpg,318,267,657,2438,339,2171,pred_binary
Scoliosis__S_134.jpg,370,18,842,2468,472,2450,pred_binary
Scoliosis__S_135.jpg,312,653,995,2939,683,2286,pred_binary
Scoliosis__S_138.jpg,508,291,1001,2717,493,2426,pred_binary
Scoliosis__S_139.jpg,247,0,876,1816,629,1816,pred_binary
Scoliosis__S_141.jpg,339,420,923,2278,584,1858,pred_binary
Scoliosis__S_142.jpg,83,0,965,2961,882,2961,pred_binary
Scoliosis__S_144.jpg,476,0,1540,3272,1064,3272,pred_binary
Scoliosis__S_146.jpg,475,249,1245,2609,770,2360,pred_binary
Scoliosis__S_147.jpg,577,57,1135,2394,558,2337,pred_binary
Scoliosis__S_148.jpg,237,169,999,3274,762,3105,pred_binary
Scoliosis__S_151.jpg,62,0,246,690,184,690,pred_binary
Scoliosis__S_152.jpg,97,137,244,741,147,604,pred_binary
Scoliosis__S_153.jpg,130,161,331,798,201,637,pred_binary
Scoliosis__S_154.jpg,80,110,250,578,170,468,pred_binary
Scoliosis__S_155.jpg,69,161,252,713,183,552,pred_binary
Scoliosis__S_158.jpg,20,137,322,717,302,580,pred_binary
Scoliosis__S_160.jpg,4,17,234,679,230,662,pred_binary
Scoliosis__S_166.jpg,35,34,225,671,190,637,pred_binary
Scoliosis__S_171.jpg,13,3,218,787,205,784,pred_binary
Scoliosis__S_173.jpg,23,65,201,738,178,673,pred_binary
Scoliosis__S_178.jpg,236,190,536,1010,300,820,pred_binary
Scoliosis__S_179.jpg,70,135,233,802,163,667,pred_binary
Scoliosis__S_180.jpg,10,20,217,749,207,729,pred_binary
Scoliosis__S_181.jpg,42,185,285,733,243,548,pred_binary
Scoliosis__S_182.jpg,53,49,241,752,188,703,pred_binary
Scoliosis__S_183.jpg,80,68,351,704,271,636,pred_binary
Scoliosis__S_184.jpg,148,112,329,613,181,501,pred_binary
Scoliosis__S_185.jpg,108,131,304,724,196,593,pred_binary
Scoliosis__S_186.jpg,73,139,275,785,202,646,pred_binary
Scoliosis__S_188.jpg,98,65,284,690,186,625,pred_binary
Scoliosis__S_189.jpg,56,193,263,810,207,617,pred_binary
Scoliosis__S_190.jpg,46,254,407,886,361,632,pred_binary
Scoliosis__S_193.jpg,56,70,209,661,153,591,pred_binary
Scoliosis__S_194.jpg,41,18,172,709,131,691,pred_binary
Scoliosis__S_195.jpg,91,111,338,787,247,676,pred_binary
Scoliosis__S_196.jpg,7,0,171,665,164,665,pred_binary
Scoliosis__S_197.jpg,172,33,365,533,193,500,pred_binary
Scoliosis__S_200.jpg,161,48,328,787,167,739,pred_binary
Scoliosis__S_201.jpg,110,44,337,747,227,703,pred_binary
Scoliosis__S_203.jpg,127,232,279,787,152,555,pred_binary
Scoliosis__S_204.jpg,34,2,177,793,143,791,pred_binary
Scoliosis__S_206.jpg,26,5,211,659,185,654,pred_binary
Normal__N_2.jpg,42,0,182,748,140,748,pred_binary
Normal__N_4.jpg,32,61,140,830,108,769,pred_binary
Normal__N_8.jpg,36,50,152,858,116,808,pred_binary
Normal__N_22.jpg,13,0,160,848,147,848,pred_binary
Normal__N_29.jpg,8,5,130,749,122,744,pred_binary
Normal__N_31.jpg,60,32,161,722,101,690,pred_binary
Normal__N_33.jpg,47,17,148,689,101,672,pred_binary
Normal__N_45.jpg,55,9,190,788,135,779,pred_binary
Normal__N_46.jpg,76,17,185,680,109,663,pred_binary
Normal__N_47.jpg,45,5,147,636,102,631,pred_binary
Normal__N_62.jpg,53,13,153,613,100,600,pred_binary
Scoliosis__S_24.jpg,54,0,361,988,307,988,pred_binary
Scoliosis__S_34.jpg,99,291,361,1044,262,753,pred_binary
Scoliosis__S_46.jpg,41,0,186,793,145,793,pred_binary
Scoliosis__S_64.jpg,96,155,350,696,254,541,pred_binary
Scoliosis__S_67.jpg,3,8,189,668,186,660,pred_binary
Scoliosis__S_75.jpg,21,0,136,602,115,602,pred_binary
Scoliosis__S_76.jpg,132,28,331,740,199,712,pred_binary
Scoliosis__S_87.jpg,118,0,355,916,237,916,pred_binary
Scoliosis__S_97.jpg,254,95,863,2456,609,2361,pred_binary
Scoliosis__S_108.jpg,88,199,605,1394,517,1195,pred_binary
Scoliosis__S_122.jpg,452,0,939,1754,487,1754,pred_binary
Scoliosis__S_130.jpg,368,0,874,1697,506,1697,pred_binary
Scoliosis__S_136.jpg,804,0,1611,2977,807,2977,pred_binary
Scoliosis__S_145.jpg,99,20,327,723,228,703,pred_binary
Scoliosis__S_157.jpg,611,297,1135,2565,524,2268,pred_binary
Scoliosis__S_161.jpg,22,25,193,698,171,673,pred_binary
Scoliosis__S_168.jpg,107,155,266,782,159,627,pred_binary
Scoliosis__S_170.jpg,45,25,206,668,161,643,pred_binary
Scoliosis__S_172.jpg,111,78,270,769,159,691,pred_binary
Scoliosis__S_187.jpg,93,0,239,541,146,541,pred_binary
Scoliosis__S_205.jpg,100,151,262,796,162,645,pred_binary
Normal__N_7.jpg,36,0,176,857,140,857,pred_binary
Normal__N_19.jpg,15,32,158,824,143,792,pred_binary
Normal__N_24.jpg,29,0,134,578,105,578,pred_binary
Normal__N_25.jpg,25,4,137,758,112,754,pred_binary
Normal__N_27.jpg,25,10,136,623,111,613,pred_binary
Normal__N_28.jpg,29,0,133,704,104,704,pred_binary
Normal__N_32.jpg,62,10,178,756,116,746,pred_binary
Normal__N_39.jpg,31,0,167,752,136,752,pred_binary
Normal__N_54.jpg,28,7,126,679,98,672,pred_binary
Normal__N_64.jpg,34,15,160,877,126,862,pred_binary
Normal__N_66.jpg,53,0,151,614,98,614,pred_binary
Scoliosis__S_22.jpg,65,18,201,909,136,891,pred_binary
Scoliosis__S_25.jpg,136,163,328,786,192,623,pred_binary
Scoliosis__S_33.jpg,50,0,206,617,156,617,pred_binary
Scoliosis__S_35.jpg,44,0,242,750,198,750,pred_binary
Scoliosis__S_43.jpg,41,0,159,611,118,611,pred_binary
Scoliosis__S_52.jpg,3,12,213,699,210,687,pred_binary
Scoliosis__S_61.jpg,0,0,140,692,140,692,pred_binary
Scoliosis__S_82.jpg,146,157,293,781,147,624,pred_binary
Scoliosis__S_90.jpg,37,14,224,930,187,916,pred_binary
Scoliosis__S_102.jpg,277,92,836,2040,559,1948,pred_binary
Scoliosis__S_105.jpg,370,177,922,2126,552,1949,pred_binary
Scoliosis__S_106.jpg,204,236,789,1992,585,1756,pred_binary
Scoliosis__S_111.jpg,194,240,593,1791,399,1551,pred_binary
Scoliosis__S_115.jpg,129,460,706,2383,577,1923,pred_binary
Scoliosis__S_123.jpg,276,399,645,1842,369,1443,pred_binary
Scoliosis__S_127.jpg,232,0,978,2904,746,2904,pred_binary
Scoliosis__S_140.jpg,602,0,1125,2261,523,2261,pred_binary
Scoliosis__S_162.jpg,7,23,201,713,194,690,pred_binary
Scoliosis__S_164.jpg,5,0,197,750,192,750,pred_binary
Scoliosis__S_165.jpg,217,54,405,801,188,747,pred_binary
Scoliosis__S_167.jpg,93,133,272,728,179,595,pred_binary
Scoliosis__S_169.jpg,19,0,227,835,208,835,pred_binary
Scoliosis__S_174.jpg,3,5,331,745,328,740,pred_binary
Scoliosis__S_175.jpg,153,21,345,693,192,672,pred_binary
Scoliosis__S_176.jpg,66,17,237,754,171,737,pred_binary
Scoliosis__S_191.jpg,162,0,414,864,252,864,pred_binary
Scoliosis__S_192.jpg,50,0,177,789,127,789,pred_binary
Scoliosis__S_198.jpg,153,93,302,694,149,601,pred_binary
Scoliosis__S_202.jpg,18,0,173,680,155,680,pred_binary
